Titulo,Precio,Provincia,Lugar,Num. dormitorios,Num. banos,Area,Num. garages,Lugar_original,Tipo_Precio
Arriendo Local Comercial sector Andalucía,1800,Pichincha,Quito,3.0,2.0,290.0,3.0,"Pichincha, Andalucia, Quito, Ecuador",Lujo
Departamento de Arriendo sector Andalucía,390,Pichincha,Quito,2.0,1.0,100.0,1.0,"Pichincha, Andalucia, Quito, Ecuador",Medio
Alquilo amplio consultorio en sector de la antigua Maternidad Enrique Sotomayor,900,Guayas,Pedro Pablo Gómez,6.0,4.0,190.0,1.0,"Guayas, Pedro Pablo Gómez",Medio
Hermoso departamento duplex de arriendo sector Ponceano alto de oportunidad,500,Pichincha,Quito,3.0,3.0,120.0,2.0,"Pichincha, Ponceano Alto, Quito, Ecuador",Medio
Hermoso departamento de arriendo de oportunidad sector el bosque 3 dormitorios,550,Pichincha,Quito,3.0,2.0,100.0,2.0,"Pichincha, El Bosque, Quito, Ecuador",Medio
Hermoso departamento de arriendo de oportunidad 3 dormitorios Ponceano alto $400,400,Pichincha,Quito,3.0,3.0,100.0,1.0,"Pichincha, Ponceano Alto, Quito, Ecuador",Medio
Hermoso departamento de arriendo de oportunidad sector Shyris Carolina,500,Pichincha,Quito,2.0,2.0,85.0,1.0,"Pichincha, Avenida de los Shyris, Quito, Ecuador",Medio
Hermosa suite amoblada de arriendo de oportunidad sector Portugal,500,Pichincha,Quito,1.0,2.0,75.0,1.0,"Pichincha, Portugal, Quito, Ecuador",Medio
Bello departamento de alquiler en Mocoli,2300,Guayas,Samborondón,3.0,1.0,220.0,2.0,"Guayas, Isla Mocoli, Samborondón, Ecuador",Lujo
Hermosa casa de arriendo de oportunidad sector Pomasqui,380,Pichincha,Quito,3.0,3.0,130.0,2.0,"Pichincha, Pomasqui, Quito, Ecuador",Económico
DEPARTAMENTO EN ARRIENDO $215 NORTE DE QUITO – EL CONDADO – PRADOS DEL CONDADO,215,Pichincha,Quito,3.0,1.0,90.0,1.0,"Pichincha, El Condado, Quito, Ecuador",Económico
Suite amoblada sector La Carolina Av Shyris,450,Pichincha,Quito,1.0,1.0,40.0,1.0,"Pichincha, Luxemburgo & Holanda, Quito, Ecuador",Medio
SE RENTA PROPIEDAD COMERCIAL SECTOR LA DELICIA,5000,Pichincha,Quito,3.0,6.0,1850.0,1.0,"Pichincha, La Delicia, Quito, Ecuador",Lujo
LOCAL COMERCIAL VENTA/RENTA,900,Pichincha,Quito,3.0,2.0,120.0,1.0,"Pichincha, Av. Mariana de Jesús, La Pradera, Quito, Ecuador",Lujo
ARRIENDO OFICINA SECTOR LA SHYRIS,390,Pichincha,Quito,3.0,2.0,50.0,1.0,"Pichincha, Av. de los Shyris, Quito, Ecuador",Medio
"ARRIENDO LOCAL PUEMBO, SERVICIOS MÉDICOS,DENTALES",350,Pichincha,Puembo,3.0,2.0,100.0,1.0,"Pichincha, Puembo, Ecuador",Lujo
RENTO DEPARTAMENTO 2 DORM.SECTOR REP. DEL SALVADOR,550,Pichincha,Quito,2.0,1.0,95.0,1.0,"Pichincha, Av República de El Salvador, Quito, Ecuador",Medio
Hermoso departamento de arriendo amoblado sector el bosque,500,Pichincha,Quito,3.0,2.0,115.0,1.0,"Pichincha, El Bosque, Quito, Ecuador",Medio
Tv: Se Renta suite vacia Sector El Inca,300,Pichincha,Quito,1.0,2.0,74.0,1.0,"Pichincha, De los Madroños, Quito, Ecuador",Económico
Tv: ARRIENDO DEPARTAMENTO SECTOR NORTE ELOY ALFARO – QUITO,350,Pichincha,Quito,2.0,2.0,90.0,1.0,"Pichincha, Monteserrin, Quito, Ecuador",Económico
Tvc: Arriendo departamento 2 dormitorios sector Tumbaco,230,Pichincha,Quito,2.0,1.0,67.0,1.0,"Pichincha, Av. Intervalles, Quito, Ecuador",Económico
Tv: Arriendo departamento 3 dormitorios sector Caminos del Sur,290,Pichincha,Quito,3.0,3.0,145.0,1.0,"Pichincha, Santa Rita, Quito 170131, Ecuador",Económico
Tv: Rento departamento 2 dormitorios sector Andalucia,210,Pichincha,Quito,2.0,1.0,65.0,1.0,"Pichincha, Andalucia, Quito 170104, Ecuador",Económico
Tv: Arriendo departamento 3 dormitorios sector Iñaquito,550,Pichincha,iñaquito,3.0,3.0,110.0,1.0,"Pichincha, iñaquito",Medio
ALQUILO OFICINA EN EDIFICIO TRADE BUILDING,600,Guayas,Guayaquil,3.0,1.0,50.0,1.0,"Guayas, Avenida Jose Joaquin de Olmedo, Guayaquil, Ecuador",Medio
ALQUILO OFICINA CON AIRE ACONDICIONADO EN KENNEDY NORTE,720,Guayas,Guayaquil,3.0,1.0,72.0,1.0,"Guayas, Kennedy Norte, Guayaquil, Ecuador",Lujo
"Arriendo Departamento, 3 dormitorios amplios, Sector Eloy Alfaro entre los Guayacanes y Fresnos",420,Pichincha,Quito,3.0,2.0,110.0,1.0,"Pichincha, De los Guayacanes & De los Fresnos, Quito, Ecuador",Medio
ARRIENDO DEPARTAMENTO OCCIDENTAL SECTOR ANT,250,Pichincha,Quito,2.0,1.0,62.0,1.0,"Pichincha, Torres Constelacion, Quito, Ecuador",Económico
Renta 2 dormitorios amoblado de lujo Republica del Salvador centro norte,900,Pichincha,Quito,2.0,2.0,120.0,1.0,"Pichincha, Avenida República de El Salvador, Quito, Ecuador",Lujo
OFICINA RENTA -SECT. IÑAQUITO ED.AMAZONAS,500,Pichincha,Quito,3.0,2.0,54.0,1.0,"Pichincha, Iñaquito, Quito, Ecuador",Medio
ARRIENDO OFICINA – SEC. IÑAQUITO BCO. AMAZONAS,500,Pichincha,Quito,3.0,2.0,30.0,1.0,"Pichincha, Iñaquito, Quito, Ecuador",Medio
ARRIENDO CASA AMOBLADA OFICINAS-SECTOR RUMIÑAHUI,1000,Pichincha,Quito,3.0,2.0,224.0,1.0,"Pichincha, De Los Cedros, Quito, Ecuador",Lujo
SE ARRIENDA BONITO LOCAL COMERCIAL (AV. ILALO),325,Pichincha,Quito,3.0,2.0,70.0,1.0,"Pichincha, Av Ilaló, Quito, Ecuador",Económico
SE ARRIENDA BONITO LOCAL COMERCIAL LA MAGDALENA,550,Pichincha,Quito,3.0,2.0,120.0,1.0,"Pichincha, La Magdalena, Quito, Ecuador",Medio
Rento departamento dúplex González Suárez,1000,Pichincha,González Suárez,2.0,3.0,190.0,2.0,"Pichincha, González Suárez",Medio
SE ARRIENDA LOCAL EN IÑAQUITO,450,Pichincha,Quito,3.0,2.0,45.0,1.0,"Pichincha, Iñaquito, Quito, Ecuador",Medio
SE ALQUILA OFICINA DE IÑAQUITO,400,Pichincha,Quito,3.0,1.0,25.0,1.0,"Pichincha, Iñaquito, Quito, Ecuador",Medio
"Rento Casa Hermosa, Cumbaya, Seguridad, Conjunto, Amplios Jardines Comunales",880,Pichincha,Quito,3.0,4.0,153.0,2.0,"Pichincha, El Chaquiñán, Cumbayá, Quito, Ecuador",Lujo
Renta o venta hermoso y elegante departamento Miravalle Urbanización,1200,Pichincha,Quito,3.0,3.0,145.0,2.0,"Pichincha, Miravalle, Quito, Ecuador",Lujo
RENTO CASA MUY MODERNA Y ELEGANTE TANDA,3500,Pichincha,Quito,4.0,4.0,450.0,4.0,"Pichincha, Plaza del Rancho, Eugenio Espejo, Quito 170157, Ecuador",Lujo
Rento hermoso departamento rústico URBANIZACIÓN TANDA,1200,Pichincha,Nayón Tanda Eugenio Espejo,2.0,3.0,225.0,2.0,"Pichincha, Nayón Tanda Eugenio Espejo",Medio
RENTO HERMOSA SUITE A ESTRENAR CUMBAYÁ LA PRIMAVERA,600,Pichincha,Quito,1.0,2.0,60.0,1.0,"Pichincha, Leonardo DaVinci, Cumbayá, Quito, Ecuador",Medio
TERRENO EN RENTA EN CALDERON,450,Pichincha,Quito,3.0,2.0,100.0,1.0,"Pichincha, Calderón, Quito, Ecuador",Medio
ARRIENDO OFICINA SECTOR LA CAROLINA,650,Pichincha,Quito,3.0,2.0,64.0,1.0,"Pichincha, Iñaquito, Quito, Ecuador",Medio
OFICINA EJECUTIVA EN RENTA REPUBLICA DEL SALVADOR,1300,Pichincha,Quito,3.0,2.0,164.0,2.0,"Pichincha, Avenida República de El Salvador, Quito, Ecuador",Lujo
EN RENTA TERRENO PLANO SAN ANTONIO DE PICHINCHA,450,Pichincha,Quito,3.0,2.0,100.0,1.0,"Pichincha, San Antonio De Pichincha, Quito, Ecuador",Medio
EN RENTA DEPARTAMENTO LA FLORIDA,280,Pichincha,Quito,3.0,2.0,70.0,1.0,"Pichincha, La Concepción, Quito, Ecuador",Económico
OFICINAS DE ARRIENDO SECTOR LA CONCEPCIÓN,350,Pichincha,Quito,3.0,2.0,66.0,1.0,"Pichincha, La Concepción, Quito, Ecuador",Económico
Hermoso departamento de arriendo de oportunidad sector Granados UDLA,500,Pichincha,Quito,3.0,3.0,110.0,1.0,"Pichincha, De los Granados, Quito, Ecuador",Medio
"Arriendo casa en Juan Procel, Norte de Quito, sector El Condado",350,Pichincha,Quito,3.0,3.0,130.0,1.0,"Pichincha, Juan Procel, Quito, Ecuador",Económico
LOCAL EN RENTA VIA PRINCIPAL AL AEROPUERTO,500,Pichincha,Pifo,3.0,2.0,70.0,1.0,"Pichincha, Pifo, Ecuador",Económico
LOCAL EN RENTA VIA PRINCIPAL PIFO,1200,Pichincha,Pifo,3.0,2.0,300.0,1.0,"Pichincha, Pifo, Ecuador",Lujo
Hermoso departamento de arriendo sector La Catolica,470,Pichincha,Quito,2.0,2.0,80.0,1.0,"Pichincha, Avenida Isabel la Católica, Quito, Ecuador",Medio
Rento cómodo departamento sector Los Laureles,400,Pichincha,Quito,3.0,3.0,100.0,1.0,"Pichincha, Los Laureles, Quito, Ecuador",Medio
OFICINA EN RENTA – AMOBLADA,380,Pichincha,Quito,3.0,1.0,48.0,2.0,"Pichincha, Mariana de Jesus & La Pradera, Quito, Ecuador",Económico
Arriendo casa Condado Juan Procel Norte de Quito,550,Pichincha,Quito,4.0,4.0,175.0,2.0,"Pichincha, Juan Procel, Quito 170134, Ecuador",Medio
Hermoso departamento de oportunidad sector Granados (UDLA),380,Pichincha,Quito,3.0,2.0,100.0,1.0,"Pichincha, Av. Eloy Alfaro & De los Granados, Quito 170513, Ecuador",Económico
Bodega en Arriendo sector Sangolquí,270,Pichincha,Sangolquí,2.5,1.5,22.0,1.0,"Pichincha, Sangolquí, Ecuador",Medio
Arriendo departamento sur de Quito,100,Pichincha,Quito,2.0,1.0,60.0,1.0,"Pichincha, Nueva Aurora, Quito, Ecuador",Económico
Departamento Dúplex en renta sector la América,650,Pichincha,Quito,4.0,2.0,177.0,1.0,"Pichincha, Av. América & San Gabriel, Quito, Ecuador",Medio
Local Comercial en renta sector Capelo local 1,230,Pichincha,Quito,3.0,2.0,45.0,1.0,"Pichincha, Capelo, Quito, Ecuador",Económico
120 M2 CASA AMOBLADA RENTA SALGOLQUI JUNTO AL IESS,500,Pichincha,Sangolquí,3.0,2.0,120.0,1.0,"Pichincha, Sangolquí, Ecuador",Medio
ARRIENDO TERRENO COMERCIAL AV. PRINCIPAL GEOVANNY CALLES MARIANITAS CALDERON,360,Pichincha,Quito,3.0,2.0,8.0,1.0,"Pichincha, San Patricio, Calderon, Quito, Ecuador",Económico
Hermoso departamento de arriendo de oportunidad Ponceano Alto $370,370,Pichincha,Quito,3.0,2.0,110.0,1.0,"Pichincha, Ponceano Alto, Quito, Ecuador",Económico
Hermosa suite departamento en arriendo Pinar Alto,430,Pichincha,Quito,1.0,2.0,70.0,1.0,"Pichincha, El Pinar Alto, Quito, Ecuador",Medio
Hermoso departamento de arriendo sector 6 de Diciembre y Gonzáles Suarez,500,Pichincha,Quito,3.0,3.0,120.0,2.0,"Pichincha, Gonzalez Suarez, Quito, Ecuador",Medio
Se arrienda hermosa suite amoblada Ponceano alto,350,Pichincha,Quito,1.0,1.0,70.0,1.0,"Pichincha, Ponceano Alto, Quito, Ecuador",Económico
Hermosa casa de arriendo de oportunidad $450 Ponceano alto,450,Pichincha,Quito,3.0,3.0,140.0,2.0,"Pichincha, Ponceano Alto, Quito, Ecuador",Medio
Hermoso departamento de arriendo de oportunidad $380 sector Ponceano alto tres dormitorios,380,Pichincha,Quito,3.0,2.0,135.0,2.0,"Pichincha, Ponceano Alto, Quito, Ecuador",Económico
Rento cómodo y seguro departamento en San Carlos,240,Pichincha,Quito,2.0,1.0,100.0,1.0,"Pichincha, Machala Y Vaca de Castro, Quito, Ecuador",Económico
"Rento casa, sector Ponceano",450,Pichincha,Quito,3.0,3.0,127.0,1.0,"Pichincha, Ponciano Alto, Quito, Ecuador",Medio
"ALQUILO CASA DE 2 PLANTAS MALAGA 2, VIA SALITRE",400,Guayas,Guayaquil,3.0,3.0,105.0,2.0,"Guayas, Salitre 5, Guayaquil, Ecuador",Económico
RENTO DPTO. 3 DORMITORIOS EN LA JIPIJAPA,450,Pichincha,Quito,3.0,3.0,136.0,1.0,"Pichincha, Isla Isabela, Quito, Ecuador",Medio
AMPLIO PATIO ESQUINERO EN ZONA COMERCIAL,700,Pichincha,Quito,3.0,2.0,80.0,1.0,"Pichincha, Avenida Alonso De Angulo, Quito, Ecuador",Medio
ARRIENDO LOCAL AMPLIO EN LA VILLAFLORA,700,Pichincha,Quito,3.0,1.0,100.0,1.0,"Pichincha, Av Alonso De Angulo, Quito, Ecuador",Medio
"LOTES PARA SU CASA VACACIONAL PLAYERA O PARA SU VIVIENDA PERMANENTE, DENTRO DE LOTIZACIÓN PRIVADA EN PUERTO CAYO A 30 MINUTOS DE PUERTO LOPEZ; VENTAS: +593987213710",6000,Manabí,Manabi,3.0,2.0,100.0,1.0,"Manabí, Playa de Puerto Cayo, Jipijapa, Manabi",Medio
Alquiler de Departamento 3 dormitorios Urb. Parque Magno,1200,Guayas,Samborondón,3.0,3.0,139.0,2.0,"Guayas, Parque Magno, Avenida Los Arrozales, Samborondón, Ecuador",Económico
Alquilo Bodega 212 mts via a Daule,954,Guayas,Guayaquil,3.0,2.0,212.0,1.0,"Guayas, Vía a Daule, Guayaquil, Ecuador",Lujo
SUITE BOSMEDIANO RENTA,520,Pichincha,Quito,1.0,2.0,70.0,1.0,"Pichincha, Jose Bosmediano, Quito, Ecuador",Medio
"Arriendo Quinta a 10 minutos del Aeropuerto Internacional Sucre, Sector Tumbaco Arenal Hilacryl",1000,Pichincha,Rio San Pedro E4-325 y Rio Chiche,4.0,3.0,500.0,10.0,"Pichincha, Rio San Pedro E4-325 y Rio Chiche",Medio
Moderno Departamento/Suite Amoblado Sector La Carolina,540,Pichincha,Quito,1.0,2.0,80.0,1.0,"Pichincha, Edificio Atelier, Avenida 6 de Diciembre, Quito, Ecuador",Medio
Suite Amoblada de Lujo en la Shyris,450,Pichincha,Quito,1.0,1.0,50.0,1.0,"Pichincha, De Los Shyris Y Portugal, Quito, Ecuador",Medio
"Alquiler hermoso departamento 2 dormitorios. Sector embajada americana, solca, norte de Quito.",340,Pichincha,Quito,2.0,2.0,85.0,1.0,"Pichincha, Avigiras & De los Cholanes, Quito, Ecuador",Económico
"Alquiler hermosa suite amoblada Av. República de El Salvador, norte de Quito",430,Pichincha,Quito,1.0,1.0,65.0,1.0,"Pichincha, Av República de El Salvador, Quito, Ecuador",Medio
"Alquiler departamento 3 dormitorios en San Pedro Claver, Av. La Prensa y Fernandez Salvador, norte de Quito",310,Pichincha,Quito,3.0,1.0,90.0,1.0,"Pichincha, Av. Dr. José Fernández Salvador, Quito, Ecuador",Económico
Rento Suite 75 metros sector Republica del Salvador,450,Pichincha,Quito,1.0,2.0,75.0,1.0,"Pichincha, Av. Portugal & Av República de El Salvador, Quito 170102, Ecuador",Medio
"ARRIENDO DEPARTAMENTO 3 DORMITORIOS, SECTOR UNIVERSIDAD CATÓLICA,",420,Pichincha,Quito,3.0,2.0,110.0,1.0,"Pichincha, Avenue 12 De Octubre 1076, Quito 170143, Ecuador",Medio
Alquilo 2 Departamentos grandes de 4 dormitorios Sector El Bosque,720,Pichincha,Quito,4.0,3.0,230.0,2.0,"Pichincha, El Bosque, Quito, Ecuador",Lujo
Vendo o arriendo Departamento en El Condado Vicolinci,600,Guayas,Avenida León Febres Cordero Ribadeneyra,2.0,3.0,121.0,2.0,"Guayas, El Condado Vicolinci, Avenida León Febres Cordero Ribadeneyra, Ecuador",Medio
"APARTAMENTOS, SUITES Y HABITACIONES AMOBLADAS Y EQUIPADAS DE ARRIENDO",400,Pichincha,Quito,3.0,2.0,100.0,1.0,"Pichincha, Francisco Robles E2-07 Y PAEZ , Quito, Ecuador",Medio
Hermoso departamento de arriendo Ponceano alto de oportunidad,450,Pichincha,Quito,3.0,3.0,125.0,1.0,"Pichincha, Ponceano Alto, Quito, Ecuador",Medio
Hermosa suite de lujo de arriendo por estrenar 6 de Diciembre,570,Pichincha,Quito,1.0,2.0,75.0,1.0,"Pichincha, 6 De Diciembre, Quito, Ecuador",Medio
Hermosa casa de arriendo por estrenar Pomasqui,400,Pichincha,Quito,3.0,3.0,95.0,1.0,"Pichincha, Pomasqui, Quito, Ecuador",Medio
Hermosa suite por estrenar Monteserrin ecopark de oportunidad,500,Pichincha,Quito,1.0,2.0,75.0,1.0,"Pichincha, Monteserrin, Quito, Ecuador",Medio
Arriendo departamento en Tonsupa Esmeraldas,508,Esmeraldas,Tonsupa,3.0,3.0,140.0,1.0,"Esmeraldas, Av. Club del Pacífico, Tonsupa, Ecuador",Medio
Departamento de arriendo al Norte de Quito,350,Pichincha,Quito,3.0,3.0,110.0,1.0,"Pichincha, Pedro Garcia Moreno, Quito, Ecuador",Económico
SE ARRIENDA LOCAL COMERCIAL/ OFICINA / CONSULTORIO – SECTOR 9 DE OCTUBRE,245,Pichincha,Quito,2.0,1.0,49.0,1.0,"Pichincha, 9 de Octubre & Avenida Eloy Alfaro, Quito, Ecuador",Económico
Hermoso departamento de arriendo en Quito tenis,1100,Pichincha,Quito,4.0,4.0,300.0,2.0,"Pichincha, Quito Tenis, Quito, Ecuador",Lujo
Hermoso departamento de arriendo sector Quito Tennis de oportunidad,450,Pichincha,Quito,2.0,2.0,90.0,1.0,"Pichincha, Quito Tenis, Quito, Ecuador",Medio
Hermoso departamento de arriendo de oportunidad $420 sector Brasil,420,Pichincha,Quito,2.0,1.0,90.0,1.0,"Pichincha, Avenida Brasil, Quito, Ecuador",Medio
Hermosa casa de arriendo sector colegio sek,600,Pichincha,Quito,3.0,3.0,160.0,2.0,"Pichincha, Colegio Internacional SEK - Ecuador, De los Guayacanes, Quito, Ecuador",Medio
Hermoso departamento duplex de arriendo de oportunidad Ponceano Alto,500,Pichincha,Quito,3.0,3.0,196.0,3.0,"Pichincha, Ponceano Alto, Quito, Ecuador",Medio
Hermoso departamento de arriendo sector Ponceano alto,280,Pichincha,Quito,2.0,2.0,85.0,1.0,"Pichincha, Ponceano Alto, Quito, Ecuador",Económico
Hermoso departamento de arriendo de oportunidad González Suárez,550,Pichincha,Quito,2.0,2.0,100.0,2.0,"Pichincha, Gonzalez Suarez, Quito, Ecuador",Medio
Hermoso departamento de arriendo de oportunidad sector El Pinar,350,Pichincha,Quito,3.0,2.0,90.0,1.0,"Pichincha, El Pinar, Quito, Ecuador",Económico
Casa con LOCAL COMERCIAL en arriendo – Mitad del Mundo,690,Pichincha,Quito,3.0,2.0,311.0,1.0,"Pichincha, Mitad del Mundo, 5, Quito, Ecuador",Medio
Hermoso departamento de arriendo sector Granda Centeno de oportunidad,530,Pichincha,Quito,2.0,2.0,90.0,1.0,"Pichincha, Granda Centeno, Quito, Ecuador",Medio
Hermoso departamento de arriendo sector Quicentro norte,600,Pichincha,Quito,2.0,3.0,110.0,2.0,"Pichincha, Quicentro Shopping, Avenida de los Shyris, Quito, Ecuador",Medio
Hermosa suite amoblada sector Bosque de oportunidad,500,Pichincha,Quito,1.0,2.0,75.0,1.0,"Pichincha, El Bosque, Quito, Ecuador",Medio
Alquilo Departamento de 2 Dormitorios en Nva. Kennedy,300,Guayas,6º Pasaje 9 NO Kennedy Guayaquil Guayaquil,2.0,2.0,64.0,0.0,"Guayas, Pichincha, 6º Pasaje 9 NO Kennedy Guayaquil Guayaquil",Económico
Alquilo Suite de 2 Ambientes en Nva. Kennedy,200,Guayas,Guayaquil 090512,1.0,1.0,24.0,0.0,"Guayas, 6º Pasaje 9 NO, Guayaquil 090512, Ecuador",Medio
Alquilo Dpto de 3 Dormitorios en Nva. Kennedy,400,Guayas,6º Pasaje 9 NO Kennedy Guayaquil Guayaquil,3.0,2.0,96.0,0.0,"Guayas, 6º Pasaje 9 NO Kennedy Guayaquil Guayaquil",Lujo
"Alquilo City Suites Departamento Amoblado, Guayaquil",600,Guayas,Guayaquil,1.0,1.0,38.0,1.0,"Guayas, City Suites - Luxury, Avenida Benjamín Carrión Mora, Guayaquil, Ecuador",Medio
"Alquiler Departamento Samanes, Norte de Guayaquil",350,Guayas,Avenida 1C NE Samanes Guayaquil Guayaquil,2.0,2.0,100.0,0.0,"Guayas, Avenida 1C NE Samanes Guayaquil Guayaquil",Medio
"Alquilo Las Cumbres, Ceibos, Guayaquil",850,Guayas,Guayaquil,3.0,4.0,200.0,2.0,"Guayas, Urbanización Las Cumbres, Guayaquil, Ecuador",Lujo
Hermoso departamento de arriendo amoblado República del Salvador Amoblado,750,Pichincha,Quito,2.0,3.0,100.0,1.0,"Pichincha, Naciones Unidas Y Republica del Salvador, Quito, Ecuador",Lujo
Hermoso departamento de arriendo amoblado sector Brasil,500,Pichincha,Quito,2.0,3.0,100.0,1.0,"Pichincha, Avenida Brasil, Quito, Ecuador",Medio
Hermoso departamento de arriendo Ponceano alto de oportunidad,450,Pichincha,poceano quito,3.0,3.0,100.0,2.0,"Pichincha, poceano quito",Medio
Hermoso departamento de arriendo sector Quicentro norte,620,Pichincha,Quito,2.0,3.0,120.0,2.0,"Pichincha, Quicentro Shopping, Avenida de los Shyris, Quito, Ecuador",Medio
Arriendo departamento en Condominios el Inca,280,Pichincha,Quito,3.0,1.0,64.0,1.0,"Pichincha, De Los Colimes esq, Quito 170125, Ecuador",Económico
"Suite en alquiler, sector Plaza Artigas",400,Pichincha,Quito,1.0,1.5,56.84,1.0,"Pichincha, Destruge, Quito 170109, Ecuador",Medio
"Oficina en renta, sector Hotel Quito-Av. 12 de Octubre",2000,Pichincha,Quito,3.0,3.0,208.95,4.0,"Pichincha, La Paz, Quito, Ecuador",Lujo
"Local comercial en alquiler, sector Iñaquito",800,Pichincha,Quito,3.0,1.0,60.0,0.0,"Pichincha, Juan González, Quito, Ecuador",Lujo
"Depto de lujo, excelente vista y ubicacion.",400,Pichincha,Quito,1.0,2.0,97.0,1.0,"Pichincha, Calle B, Quito 170132, Ecuador",Medio
"COD # 081 VENTA DE MACRO LOTE DE OPORTUNIDAD, EN CHANDUY, FRENTE AL MAR.",9,Santa Elena,Chanduy,3.0,2.0,200000.0,1.0,"Santa Elena, Chanduy, Ecuador",Medio
Hermosa casa de arriendo de oportunidad sector Pomasqui $350,350,Pichincha,Quito,3.0,3.0,103.0,2.0,"Pichincha, Pomasqui, Quito, Ecuador",Económico
Hermoso departamento de arriendo de oportunidad sector Union nacional bosque,450,Pichincha,Quito,3.0,3.0,130.0,1.0,"Pichincha, Unión Nacional de Periodistas, Quito, Ecuador",Medio
Hermoso departamento de lujo en. Arriendo sector el bosque,500,Pichincha,Quito,2.0,2.0,103.0,1.0,"Pichincha, El Bosque, Quito, Ecuador",Medio
Rento Casa Av Intervalles,1400,Pichincha,Av. Intervalles,3.0,2.0,100.0,1.0,"Pichincha, Av. Intervalles, Ecuador",Medio
"LAVISTA TOWERS, 50XDIA, 300XSEMANA, 550XQUINCENA, 1000XMES, SEGURIDAD Y PRIVACIDAD.",1000,Guayas,Los Álamos Alamos Guayaquil Guayas,2.0,2.0,70.0,1.0,"Guayas, Los Álamos Alamos Guayaquil Guayas",Medio
Hermoso departamento de arriendo duplex sector Ponceano alto,400,Pichincha,Quito,2.0,2.0,85.0,1.0,"Pichincha, Ponceano Alto, Quito, Ecuador",Medio
Hermoso departamento de arriendo sector Gonzales Suárez,750,Pichincha,Quito,2.0,2.0,130.0,1.0,"Pichincha, Gonzalez Suarez, Quito 170517, Ecuador",Lujo
Rento casa comercial sector 12 de octubre ideal para restaurantes,2500,Pichincha,Quito,4.0,4.0,500.0,8.0,"Pichincha, Avenue 12 de Octubre, Quito, Ecuador",Lujo
Arriendo dos locales de oportunidad sector plaza de toros isla floreana,1100,Pichincha,Quito,3.0,2.0,170.0,3.0,"Pichincha, Avenida Isla Floreana, Quito, Ecuador",Lujo
Hermoso departamento por estrenar sector Portugal,550,Pichincha,Quito,2.0,2.0,95.0,1.0,"Pichincha, Avenida Portugal, Quito, Ecuador",Medio
Renta Departamento 2 Habitaciones Republica del Salvador SECTOR QUICENTRO,650,Pichincha,Quito,2.0,2.0,109.0,1.0,"Pichincha, Av República de El Salvador, Quito 170102, Ecuador",Medio
"Departamento de arriendo, Rep. del Salvador, 120 mts, $ 600 JD",600,Pichincha,Av República de El Salvador La Carolina Quito Distrito Metropolitano de Quito,2.0,3.0,120.0,1.0,"Pichincha, Av República de El Salvador La Carolina Quito Distrito Metropolitano de Quito",Medio
DEPARTAMENTO DE DOS HABITACIONES SECTOR CAROLINA,650,Pichincha,Quito,2.0,2.0,85.0,2.0,"Pichincha, La Carolina, Quito, Ecuador",Medio
DEPARTAMENTO EN RENTA 160M2 GASPAR DE VILLAROEL $600,600,Pichincha,Quito,3.0,2.0,100.0,1.0,"Pichincha, Av. 6 de Diciembre, Quito, Ecuador",Medio
DEPARTAMENTO FRENTE AL C.C.EL BOSQUE 242M2,1200,Pichincha,Quito,3.0,3.0,242.0,3.0,"Pichincha, El Bosque, Quito, Ecuador",Lujo
OFICINA SECTOR GRANDA CENTENO $550,550,Pichincha,Quito,5.0,3.0,200.0,1.0,"Pichincha, Granda Centeno, Quito 170521, Ecuador",Medio
SUITE AMOBLADO 60M2 SECTOR 12 DE OCTUBRE EN RENTA.,530,Pichincha,Quito,1.0,1.0,60.0,1.0,"Pichincha, Ave 12 de Octubre, Quito, Ecuador",Medio
"Puerto Azul, Departamento en Alquiler",600,Guayas,Vía a la Costa,2.0,2.0,77.0,1.0,"Guayas, Vía a la Costa, Ecuador",Medio
"Urdesa Central, Suite Amoblada",400,Guayas,Guayaquil 090511,1.0,1.0,45.0,1.0,"Guayas, Urdesa Central, Guayaquil 090511, Ecuador",Medio
"RENTA MODERNO DEPARTAMENTO, SECTOR CENTRO NORTE, CATALINA ALDAZ",650,Pichincha,CATALINA ALDAZ,2.0,2.0,100.0,1.0,"Pichincha, CATALINA ALDAZ",Medio
"Hm/ San Carlos, 300 Usd! Departamento 2 Habitaciones de 60 m² en Arriendo.",300,Pichincha,La Concepción Quito Distrito Metropolitano de Quito Pichincha,2.0,1.0,60.0,1.0,"Pichincha, La Concepción Quito Distrito Metropolitano de Quito Pichincha",Medio
"Renta Suite Amoblada, Carolina, Sector Centro Norte",470,Pichincha,Quito,1.0,1.0,62.0,1.0,"Pichincha, Corea, Quito 170102, Ecuador",Medio
"Rento Departamento, Cerca Plataforma Gubernamental, Sector Centro Norte",475,Pichincha,Quito,2.0,1.0,90.0,1.0,"Pichincha, Japón, Quito 170102, Ecuador",Medio
"Rento Departamento Amoblado, Sector Republica del Salvador",850,Pichincha,Quito,3.0,3.0,110.0,1.0,"Pichincha, Av República de El Salvador, Quito 170102, Ecuador",Lujo
"Arriendo Oficina Amoblada, Sector Mall El Jardin, Av Amazonas",400,Pichincha,Quito,3.0,1.0,50.0,1.0,"Pichincha, Av. Amazonas, Quito, Ecuador",Medio
"Rento Oficina Moderna Amoblada, Sector Pradera",850,Pichincha,Quito,3.0,1.0,75.0,2.0,"Pichincha, Mariana de Jesus, Quito, Ecuador",Lujo
